epoch,step,train_loss,valid_loss
0,49,0.14054906368255615,
0,99,0.06474758684635162,
0,149,0.050455257296562195,
0,199,0.09914087504148483,
0,249,0.1882747858762741,
0,249,,0.601521909236908
1,299,0.05277527496218681,
1,349,0.1984265148639679,
1,399,0.062378983944654465,
1,449,1.8427220582962036,
1,499,0.11079271137714386,
1,499,,0.6021459698677063
2,549,0.6373761892318726,
2,599,0.03694295883178711,
2,649,0.060278985649347305,
2,699,1.6122684478759766,
2,749,0.1511690616607666,
2,749,,0.6028672456741333
3,799,0.12527580559253693,
3,849,0.208193838596344,
3,899,0.13086214661598206,
3,949,0.06544551998376846,
3,999,0.06691190600395203,
3,999,,0.603672444820404
4,1049,0.15395668148994446,
4,1099,0.18751969933509827,
4,1149,0.06267691403627396,
4,1199,0.06240957975387573,
4,1249,0.13600684702396393,
4,1249,,0.6045030355453491
5,1299,0.05650445818901062,
5,1349,0.09104165434837341,
5,1399,0.17219269275665283,
5,1449,0.13413068652153015,
5,1499,0.11546476185321808,
5,1499,,0.6054485440254211
