epoch,step,train_loss,valid_loss
0,49,0.04675750434398651,
0,99,0.025484759360551834,
0,149,0.017003539949655533,
0,199,0.03289826959371567,
0,249,0.027261914685368538,
0,249,,0.05405960604548454
1,299,0.02288667857646942,
1,349,0.016787435859441757,
1,399,0.012072128243744373,
1,449,0.011016825214028358,
1,499,0.022077318280935287,
1,499,,0.053701408207416534
2,549,0.0297312680631876,
2,599,0.011538826860487461,
2,649,0.02383407950401306,
2,699,0.031355686485767365,
2,749,0.01330593228340149,
2,749,,0.05337470397353172
3,799,0.012286195531487465,
3,849,0.03361669182777405,
3,899,0.007798442617058754,
3,949,0.02079695649445057,
3,999,0.012495528906583786,
3,999,,0.05308756232261658
4,1049,0.010243415832519531,
4,1099,0.01179780624806881,
4,1149,0.03040752187371254,
4,1199,0.021878518164157867,
4,1249,0.024182962253689766,
4,1249,,0.05282546579837799
5,1299,0.026385458186268806,
5,1349,0.0903378576040268,
5,1399,0.01249118521809578,
5,1449,0.026218455284833908,
5,1499,0.02459251880645752,
5,1499,,0.052595581859350204
6,1549,0.05927859619259834,
6,1599,0.030412064865231514,
6,1649,0.03496275097131729,
6,1699,0.02038145251572132,
6,1749,0.01385815255343914,
6,1749,,0.05239051580429077
7,1799,0.03716890513896942,
7,1849,0.013002533465623856,
7,1899,0.009994303807616234,
7,1949,0.018743515014648438,
7,1999,0.015006240457296371,
7,1999,,0.05220877751708031
8,2049,0.017091140151023865,
8,2099,0.019488036632537842,
8,2149,0.009448736906051636,
8,2199,0.029136953875422478,
8,2249,0.02702508307993412,
8,2249,,0.05204726383090019
9,2299,0.013215092942118645,
9,2349,0.014511553570628166,
9,2399,0.22033178806304932,
9,2449,0.011354113928973675,
9,2499,0.017493639141321182,
9,2499,,0.051907964050769806
