epoch,step,train_loss,valid_loss
0,49,0.12900148332118988,
0,99,0.08372101187705994,
0,149,0.30490562319755554,
0,199,0.11676103621721268,
0,249,0.0775616392493248,
0,249,,0.6460306644439697
1,299,0.13817714154720306,
1,349,0.08449926972389221,
1,399,0.0822070986032486,
1,449,0.09630480408668518,
1,499,0.7441277503967285,
1,499,,0.6471377611160278
2,549,0.08333873748779297,
2,599,0.38040891289711,
2,649,0.18455907702445984,
2,699,0.5733460783958435,
2,749,0.17797981202602386,
2,749,,0.6484254598617554
3,799,0.7159954905509949,
3,849,0.38711297512054443,
3,899,0.04813745617866516,
3,949,0.14735743403434753,
3,999,0.18810689449310303,
3,999,,0.6498464345932007
4,1049,0.6761471033096313,
4,1099,1.2829262018203735,
4,1149,0.12225818634033203,
4,1199,0.32787320017814636,
4,1249,0.0621727779507637,
4,1249,,0.6513609886169434
5,1299,0.037743642926216125,
5,1349,0.15211886167526245,
5,1399,0.31520047783851624,
5,1449,0.04630701243877411,
5,1499,0.3364796042442322,
5,1499,,0.6529824137687683
