epoch,step,train_loss,valid_loss
0,49,0.41329750418663025,
0,99,0.09829941391944885,
0,149,0.06402169167995453,
0,199,0.30720120668411255,
0,249,0.14239011704921722,
0,249,,0.32194772362709045
1,299,0.2787723243236542,
1,349,0.18416766822338104,
1,399,0.07345223426818848,
1,449,0.06684254109859467,
1,499,0.24276041984558105,
1,499,,0.32181182503700256
2,549,0.09918767213821411,
2,599,0.36083346605300903,
2,649,3.9862468242645264,
2,699,0.09107918292284012,
2,749,0.277962327003479,
2,749,,0.32177549600601196
3,799,0.28992748260498047,
3,849,0.14681707322597504,
3,899,0.10130757838487625,
3,949,0.09398667514324188,
3,999,0.10463783144950867,
3,999,,0.32183837890625
4,1049,0.18987347185611725,
4,1099,0.18667542934417725,
4,1149,0.12261874228715897,
4,1199,0.095895916223526,
4,1249,0.06257357448339462,
4,1249,,0.32199549674987793
5,1299,0.16282284259796143,
5,1349,3.2393269538879395,
5,1399,0.17479170858860016,
5,1449,0.14218942821025848,
5,1499,0.3106658458709717,
5,1499,,0.32225286960601807
