epoch,step,train_loss,valid_loss
0,49,0.2480909824371338,
0,99,0.24304229021072388,
0,149,0.15168236196041107,
0,199,0.14219461381435394,
0,249,0.16512084007263184,
0,249,,0.13249585032463074
1,299,0.09406117349863052,
1,349,0.26129859685897827,
1,399,0.15073668956756592,
1,449,0.09598565101623535,
1,499,0.10494576394557953,
1,499,,0.10183505713939667
2,549,0.12328402698040009,
2,599,0.2346085160970688,
2,649,0.08897337317466736,
2,699,0.15872380137443542,
2,749,0.13362570106983185,
2,749,,0.0896247997879982
3,799,0.077534981071949,
3,849,0.12057919800281525,
3,899,0.17419511079788208,
3,949,0.11074604094028473,
3,999,0.11289473623037338,
3,999,,0.08296278864145279
4,1049,0.06870387494564056,
4,1099,0.0807049423456192,
4,1149,0.4591701626777649,
4,1199,0.08401702344417572,
4,1249,0.08385198563337326,
4,1249,,0.08081181347370148
5,1299,1.7731566429138184,
5,1349,0.10091732442378998,
5,1399,0.04890234023332596,
5,1449,0.10730157047510147,
5,1499,0.09069278836250305,
5,1499,,0.0816618949174881
6,1549,0.08944536745548248,
6,1599,0.05966354161500931,
6,1649,0.09629257023334503,
6,1699,0.09787669777870178,
6,1749,0.07884581387042999,
6,1749,,0.0756784975528717
7,1799,0.08720074594020844,
7,1849,0.08100636303424835,
7,1899,0.10212446749210358,
7,1949,0.07906075567007065,
7,1999,0.09233541786670685,
7,1999,,0.07912533730268478
8,2049,0.16103219985961914,
8,2099,0.07959605753421783,
8,2149,0.098131462931633,
8,2199,0.09937971830368042,
8,2249,0.053526148200035095,
8,2249,,0.07716906070709229
9,2299,0.14348502457141876,
9,2349,0.38624319434165955,
9,2399,0.08636127412319183,
9,2449,0.10060252249240875,
9,2499,0.11999715119600296,
9,2499,,0.07354900985956192
