epoch,step,train_loss,valid_loss
0,49,0.06581959873437881,
0,99,0.03161947801709175,
0,149,0.024807050824165344,
0,199,0.025762056931853294,
0,249,0.06626161932945251,
0,249,,0.05113610252737999
1,299,0.04123992472887039,
1,349,0.035717349499464035,
1,399,0.015168283134698868,
1,449,0.024812113493680954,
1,499,0.041584789752960205,
1,499,,0.0509079284965992
2,549,0.03663862496614456,
2,599,0.032600536942481995,
2,649,0.02298310399055481,
2,699,0.018106885254383087,
2,749,0.020704593509435654,
2,749,,0.05072366073727608
3,799,0.040097400546073914,
3,849,0.020231148228049278,
3,899,0.02267710119485855,
3,949,0.017594777047634125,
3,999,0.028096763417124748,
3,999,,0.05056997016072273
4,1049,0.025516169145703316,
4,1099,0.014655846171081066,
4,1149,0.03697939217090607,
4,1199,0.026162784546613693,
4,1249,0.02529633231461048,
4,1249,,0.0504504069685936
5,1299,0.033132556825876236,
5,1349,0.033660661429166794,
5,1399,0.02504347264766693,
5,1449,0.020334888249635696,
5,1499,0.02273358404636383,
5,1499,,0.050360701978206635
