epoch,step,train_loss,valid_loss
0,49,0.05304645746946335,
0,99,0.04264433681964874,
0,149,0.36577171087265015,
0,199,0.9343134760856628,
0,249,0.1432582437992096,
0,249,,0.6573331952095032
1,299,0.3741764724254608,
1,349,0.07320071011781693,
1,399,0.04433649033308029,
1,449,0.2237461507320404,
1,499,0.08902138471603394,
1,499,,0.6597194075584412
2,549,0.16999730467796326,
2,599,0.035249222069978714,
2,649,0.0628015324473381,
2,699,0.1389182060956955,
2,749,0.14479342103004456,
2,749,,0.6618214249610901
3,799,0.06447304040193558,
3,849,0.09006766974925995,
3,899,0.15143948793411255,
3,949,0.23723262548446655,
3,999,0.3609887957572937,
3,999,,0.6641157269477844
4,1049,0.1172664687037468,
4,1099,0.07417285442352295,
4,1149,0.35092025995254517,
4,1199,0.07694311439990997,
4,1249,0.5001457929611206,
4,1249,,0.6664291620254517
5,1299,0.2853005826473236,
5,1349,0.08829191327095032,
5,1399,3.1313605308532715,
5,1449,0.13389787077903748,
5,1499,0.06363028287887573,
5,1499,,0.6689116358757019
