epoch,step,train_loss,valid_loss
0,49,0.5956442356109619,
0,99,0.5222460627555847,
0,149,0.40564846992492676,
0,199,0.2849953770637512,
0,249,0.3823464512825012,
0,249,,0.3496956527233124
1,299,0.18342095613479614,
1,349,0.21385595202445984,
1,399,0.23099243640899658,
1,449,0.33256402611732483,
1,499,0.21428833901882172,
1,499,,0.2212444245815277
2,549,0.23222270607948303,
2,599,0.1386464536190033,
2,649,0.16495351493358612,
2,699,0.08457022905349731,
2,749,0.13147661089897156,
2,749,,0.19373375177383423
3,799,0.13459624350070953,
3,849,0.0927245020866394,
3,899,0.27398592233657837,
3,949,0.17642802000045776,
3,999,0.17608411610126495,
3,999,,0.18271124362945557
4,1049,0.08188670128583908,
4,1099,0.1465127170085907,
4,1149,0.07254889607429504,
4,1199,0.1609860360622406,
4,1249,0.06596533954143524,
4,1249,,0.1756754368543625
5,1299,0.15903949737548828,
5,1349,0.1263587474822998,
5,1399,0.12196614593267441,
5,1449,0.1455996185541153,
5,1499,0.1270448863506317,
5,1499,,0.17462584376335144
6,1549,0.28902703523635864,
6,1599,0.11450658738613129,
6,1649,0.14401544630527496,
6,1699,0.13326478004455566,
6,1749,0.102230504155159,
6,1749,,0.1715008020401001
7,1799,0.0948011577129364,
7,1849,0.12779057025909424,
7,1899,0.13618773221969604,
7,1949,0.08559563010931015,
7,1999,0.08525177836418152,
7,1999,,0.17024463415145874
8,2049,0.09892556071281433,
8,2099,0.11638680845499039,
8,2149,0.10433916002511978,
8,2199,0.12748613953590393,
8,2249,0.07172177731990814,
8,2249,,0.16583150625228882
9,2299,0.16089904308319092,
9,2349,0.15322117507457733,
9,2399,0.06767451763153076,
9,2449,0.08628569543361664,
9,2499,0.0560903325676918,
9,2499,,0.16741962730884552
