epoch,step,train_loss,valid_loss
0,49,0.022080540657043457,
0,99,0.029212042689323425,
0,149,0.029603423550724983,
0,199,0.012339641340076923,
0,249,0.03623124584555626,
0,249,,0.05209377035498619
1,299,0.009785173460841179,
1,349,0.015409410931169987,
1,399,0.023166855797171593,
1,449,0.026166828349232674,
1,499,0.017981920391321182,
1,499,,0.051433783024549484
2,549,0.036460816860198975,
2,599,0.021631700918078423,
2,649,0.014017320238053799,
2,699,0.03271167725324631,
2,749,0.01610378548502922,
2,749,,0.050864409655332565
3,799,0.03673635795712471,
3,849,0.026056483387947083,
3,899,0.018458494916558266,
3,949,0.039065614342689514,
3,999,0.014236856251955032,
3,999,,0.05036746338009834
4,1049,0.027879517525434494,
4,1099,0.012878741137683392,
4,1149,0.023531969636678696,
4,1199,0.022142093628644943,
4,1249,0.019250618293881416,
4,1249,,0.04992739111185074
5,1299,0.01958480477333069,
5,1349,0.02229984849691391,
5,1399,0.034352075308561325,
5,1449,0.011216302402317524,
5,1499,0.03879660367965698,
5,1499,,0.04954264685511589
6,1549,0.03172118216753006,
6,1599,0.01568753272294998,
6,1649,0.022017721086740494,
6,1699,0.03821181505918503,
6,1749,0.02149822749197483,
6,1749,,0.04920373484492302
7,1799,0.013006223365664482,
7,1849,0.020527323707938194,
7,1899,0.020065942779183388,
7,1949,0.016653165221214294,
7,1999,0.021718554198741913,
7,1999,,0.04891388490796089
8,2049,0.026509195566177368,
8,2099,0.031959131360054016,
8,2149,0.012933041900396347,
8,2199,0.01789114996790886,
8,2249,0.009977834299206734,
8,2249,,0.048661015927791595
9,2299,0.01666274294257164,
9,2349,0.014483759179711342,
9,2399,0.010879619047045708,
9,2449,0.018852699548006058,
9,2499,0.023277103900909424,
9,2499,,0.04844082519412041
