epoch,step,train_loss,valid_loss
0,49,0.5974924564361572,
0,99,2.1952929496765137,
0,149,0.946953296661377,
0,199,2.283646583557129,
0,249,0.8501322269439697,
0,249,,0.9505792260169983
1,299,0.7968828678131104,
1,349,0.3296276032924652,
1,399,9.815377235412598,
1,449,0.4583345353603363,
1,499,0.7211405038833618,
1,499,,0.7623323798179626
2,549,0.16666173934936523,
2,599,0.3833097219467163,
2,649,1.333879828453064,
2,699,0.40211132168769836,
2,749,1.4937913417816162,
2,749,,0.6858438849449158
3,799,0.3994258642196655,
3,849,0.7866885662078857,
3,899,0.2755339741706848,
3,949,0.22374482452869415,
3,999,0.8417796492576599,
3,999,,0.6578100323677063
4,1049,0.5030303597450256,
4,1099,1.4160760641098022,
4,1149,0.15850365161895752,
4,1199,0.27503475546836853,
4,1249,0.34422117471694946,
4,1249,,0.6428130865097046
5,1299,0.26516491174697876,
5,1349,4.450247764587402,
5,1399,0.16722144186496735,
5,1449,0.7151810526847839,
5,1499,0.5954077243804932,
5,1499,,0.6320967078208923
6,1549,0.27817508578300476,
6,1599,0.32318824529647827,
6,1649,1.2257580757141113,
6,1699,0.30946123600006104,
6,1749,0.17952623963356018,
6,1749,,0.6290780901908875
7,1799,0.24562788009643555,
7,1849,0.12948517501354218,
7,1899,5.114121437072754,
7,1949,0.2791960835456848,
7,1999,0.2469652146100998,
7,1999,,0.6235063076019287
8,2049,0.2774773836135864,
8,2099,0.40119874477386475,
8,2149,0.26412054896354675,
8,2199,0.24313683807849884,
8,2249,0.3935277462005615,
8,2249,,0.6248712539672852
9,2299,0.5882012844085693,
9,2349,0.20328344404697418,
9,2399,0.23136185109615326,
9,2449,0.7623573541641235,
9,2499,2.173884153366089,
9,2499,,0.6136355400085449
