epoch,step,train_loss,valid_loss
0,49,0.07041728496551514,
0,99,0.24607861042022705,
0,149,0.45508962869644165,
0,199,0.12265805900096893,
0,249,0.11217471957206726,
0,249,,0.42948421835899353
1,299,0.08791548758745193,
1,349,0.16398422420024872,
1,399,0.13801869750022888,
1,449,0.17460188269615173,
1,499,0.18525800108909607,
1,499,,0.42983758449554443
2,549,0.18014459311962128,
2,599,0.08689075708389282,
2,649,0.17222516238689423,
2,699,0.1379803568124771,
2,749,0.05507878586649895,
2,749,,0.43023738265037537
3,799,0.14374366402626038,
3,849,0.06694941222667694,
3,899,0.31051212549209595,
3,949,0.07784463465213776,
3,999,0.07251682877540588,
3,999,,0.43071964383125305
4,1049,0.16577103734016418,
4,1099,0.09765619039535522,
4,1149,0.11010542511940002,
4,1199,0.16296327114105225,
4,1249,1.5458742380142212,
4,1249,,0.4312205910682678
5,1299,0.07281911373138428,
5,1349,0.04594852030277252,
5,1399,0.06118950992822647,
5,1449,0.15925906598567963,
5,1499,0.8110920786857605,
5,1499,,0.4318050146102905
