epoch,step,train_loss,valid_loss
0,49,0.0232247281819582,
0,99,0.026787206530570984,
0,149,0.03238411247730255,
0,199,0.04993533715605736,
0,249,0.019827142357826233,
0,249,,0.12429872155189514
1,299,0.017873026430606842,
1,349,0.02313711866736412,
1,399,0.011502943933010101,
1,449,0.029877912253141403,
1,499,1.1569112539291382,
1,499,,0.12361612915992737
2,549,0.02096692845225334,
2,599,0.03566988185048103,
2,649,0.0160202756524086,
2,699,0.012441162019968033,
2,749,0.04262024164199829,
2,749,,0.12305417656898499
3,799,0.13128119707107544,
3,849,0.058887965977191925,
3,899,0.038046304136514664,
3,949,0.015114577487111092,
3,999,0.03001212701201439,
3,999,,0.12255429476499557
4,1049,0.009648552164435387,
4,1099,0.013443630188703537,
4,1149,0.053371258080005646,
4,1199,0.03716975823044777,
4,1249,0.01052130851894617,
4,1249,,0.1221073567867279
5,1299,0.01707761362195015,
5,1349,0.02694203332066536,
5,1399,0.053043633699417114,
5,1449,0.016538847237825394,
5,1499,0.025307446718215942,
5,1499,,0.12172158807516098
6,1549,0.0725352093577385,
6,1599,0.025218674913048744,
6,1649,0.019618870690464973,
6,1699,0.031118270009756088,
6,1749,0.05074875056743622,
6,1749,,0.121407151222229
7,1799,0.06104350835084915,
7,1849,0.031369589269161224,
7,1899,0.019212760031223297,
7,1949,0.04172029346227646,
7,1999,0.04789392650127411,
7,1999,,0.12113100290298462
8,2049,0.051184140145778656,
8,2099,0.015801597386598587,
8,2149,0.024822823703289032,
8,2199,0.02427011728286743,
8,2249,0.01559212151914835,
8,2249,,0.12090199440717697
9,2299,0.061274509876966476,
9,2349,0.013495778664946556,
9,2399,0.029314972460269928,
9,2449,0.014380061067640781,
9,2499,0.023421555757522583,
9,2499,,0.12071952223777771
