epoch,step,train_loss,valid_loss
0,49,0.07882218062877655,
0,99,0.10208968818187714,
0,149,0.16155099868774414,
0,199,0.20276418328285217,
0,249,0.678722620010376,
0,249,,0.40558966994285583
1,299,0.40640249848365784,
1,349,0.14230981469154358,
1,399,0.20141594111919403,
1,449,0.05558919534087181,
1,499,0.03449994698166847,
1,499,,0.4082946181297302
2,549,0.3297978341579437,
2,599,0.2831140160560608,
2,649,0.0796554833650589,
2,699,0.12875604629516602,
2,749,0.3889828622341156,
2,749,,0.41084805130958557
3,799,0.17294369637966156,
3,849,0.16053366661071777,
3,899,0.08104908466339111,
3,949,0.0875045508146286,
3,999,5.279751777648926,
3,999,,0.41331666707992554
4,1049,0.1128903329372406,
4,1099,0.19118092954158783,
4,1149,0.23221078515052795,
4,1199,0.12262746691703796,
4,1249,0.26715558767318726,
4,1249,,0.4161301553249359
5,1299,0.05971139669418335,
5,1349,0.14751452207565308,
5,1399,0.2977135479450226,
5,1449,0.18011578917503357,
5,1499,0.04879717901349068,
5,1499,,0.41890841722488403
