epoch,step,train_loss,valid_loss
0,49,0.43619850277900696,
0,99,0.25286370515823364,
0,149,0.22568047046661377,
0,199,0.25959935784339905,
0,249,0.2935161292552948,
0,249,,0.1325579434633255
1,299,0.14165014028549194,
1,349,0.15383726358413696,
1,399,0.16600367426872253,
1,449,0.11598706245422363,
1,499,0.10116659104824066,
1,499,,0.08003975450992584
2,549,0.05833454430103302,
2,599,0.10005690157413483,
2,649,0.09775018692016602,
2,699,0.13649030029773712,
2,749,0.20471826195716858,
2,749,,0.07151485234498978
3,799,0.14491263031959534,
3,849,0.09390944242477417,
3,899,0.16530917584896088,
3,949,0.07025691121816635,
3,999,0.0841788798570633,
3,999,,0.06602192670106888
4,1049,0.09618091583251953,
4,1099,0.08167755603790283,
4,1149,0.10289549827575684,
4,1199,0.09370099008083344,
4,1249,0.11921293288469315,
4,1249,,0.06409267336130142
5,1299,0.07607534527778625,
5,1349,0.08494752645492554,
5,1399,0.17368841171264648,
5,1449,0.10562578588724136,
5,1499,0.2244398146867752,
5,1499,,0.062400899827480316
6,1549,0.12015142291784286,
6,1599,0.1397114396095276,
6,1649,0.1215413510799408,
6,1699,0.0840100646018982,
6,1749,0.08366208523511887,
6,1749,,0.06219295412302017
7,1799,0.11227869242429733,
7,1849,0.12947720289230347,
7,1899,0.12969383597373962,
7,1949,0.12699277698993683,
7,1999,0.11916365474462509,
7,1999,,0.05955398455262184
8,2049,0.10317564755678177,
8,2099,0.09528184682130814,
8,2149,0.10470033437013626,
8,2199,0.08326426148414612,
8,2249,0.09261441230773926,
8,2249,,0.05741903558373451
9,2299,0.11190018802881241,
9,2349,0.1182565689086914,
9,2399,0.11713520437479019,
9,2449,0.12908302247524261,
9,2499,0.07378919422626495,
9,2499,,0.057711709290742874
