epoch,step,train_loss,valid_loss
0,49,0.30314868688583374,
0,99,0.19857989251613617,
0,149,0.17357736825942993,
0,199,0.24871030449867249,
0,249,0.12388671189546585,
0,249,,0.09770883619785309
1,299,0.14027507603168488,
1,349,0.1266571432352066,
1,399,0.36388644576072693,
1,449,0.1656324863433838,
1,499,0.10358843207359314,
1,499,,0.07249604910612106
2,549,0.10437031835317612,
2,599,0.1638401299715042,
2,649,0.4675401747226715,
2,699,0.13848644495010376,
2,749,0.1128789484500885,
2,749,,0.06984739750623703
3,799,0.06956260651350021,
3,849,0.07821996510028839,
3,899,0.30758005380630493,
3,949,0.05921798199415207,
3,999,0.13472221791744232,
3,999,,0.06891599297523499
4,1049,0.12304576486349106,
4,1099,0.09516112506389618,
4,1149,0.09192591905593872,
4,1199,0.09745659679174423,
4,1249,0.09107120335102081,
4,1249,,0.06564632058143616
5,1299,0.07865671068429947,
5,1349,0.05873028188943863,
5,1399,0.2293614149093628,
5,1449,0.048054322600364685,
5,1499,0.13636651635169983,
5,1499,,0.06423769891262054
6,1549,0.1158006563782692,
6,1599,0.18241839110851288,
6,1649,0.10263210535049438,
6,1699,0.2580316662788391,
6,1749,0.10132412612438202,
6,1749,,0.06605199724435806
7,1799,0.12055383622646332,
7,1849,0.1620752513408661,
7,1899,0.17140284180641174,
7,1949,0.15421822667121887,
7,1999,0.0996086448431015,
7,1999,,0.06419198215007782
8,2049,0.08198703825473785,
8,2099,0.09720577299594879,
8,2149,0.1077582985162735,
8,2199,0.06974546611309052,
8,2249,0.06654001772403717,
8,2249,,0.06473705917596817
9,2299,0.09575489163398743,
9,2349,0.09404308348894119,
9,2399,0.16547556221485138,
9,2449,0.08953006565570831,
9,2499,0.0962056815624237,
9,2499,,0.06312749534845352
