epoch,step,train_loss,valid_loss
0,49,0.6510609984397888,
0,99,1.4407868385314941,
0,149,0.20327694714069366,
0,199,1.499769926071167,
0,249,0.2515244781970978,
0,249,,0.788428544998169
1,299,0.17673951387405396,
1,349,2.2722411155700684,
1,399,0.2760598957538605,
1,449,0.28695303201675415,
1,499,0.3335786759853363,
1,499,,0.7152787446975708
2,549,0.3687785863876343,
2,599,0.42743635177612305,
2,649,0.4657677412033081,
2,699,0.25386708974838257,
2,749,1.3498029708862305,
2,749,,0.7003173828125
3,799,0.32869744300842285,
3,849,0.6949573159217834,
3,899,0.3103189468383789,
3,949,0.3366972804069519,
3,999,0.29029691219329834,
3,999,,0.6882253885269165
4,1049,1.698293685913086,
4,1099,0.3582903742790222,
4,1149,1.5098029375076294,
4,1199,0.244856059551239,
4,1249,0.8032345175743103,
4,1249,,0.6829896569252014
5,1299,0.783035159111023,
5,1349,0.3091883957386017,
5,1399,0.5386496782302856,
5,1449,0.2823399305343628,
5,1499,0.265147864818573,
5,1499,,0.6760936975479126
6,1549,0.6070817708969116,
6,1599,4.504305839538574,
6,1649,0.4149700999259949,
6,1699,0.42390552163124084,
6,1749,1.9652305841445923,
6,1749,,0.6750402450561523
7,1799,0.689238429069519,
7,1849,0.19839876890182495,
7,1899,0.28358641266822815,
7,1949,0.19306714832782745,
7,1999,0.5473595857620239,
7,1999,,0.6708791851997375
8,2049,7.837193012237549,
8,2099,0.15346169471740723,
8,2149,1.1317434310913086,
8,2199,0.17321139574050903,
8,2249,0.2816452085971832,
8,2249,,0.67226642370224
9,2299,0.3376483917236328,
9,2349,0.19430574774742126,
9,2399,0.5869961977005005,
9,2449,0.7521777749061584,
9,2499,0.34876689314842224,
9,2499,,0.6651520729064941
