epoch,step,train_loss,valid_loss
0,49,0.027831215411424637,
0,99,0.039994847029447556,
0,149,0.02791910246014595,
0,199,0.01491615641862154,
0,249,0.01647598296403885,
0,249,,0.03879071772098541
1,299,0.042810775339603424,
1,349,0.01991504803299904,
1,399,0.031494490802288055,
1,449,0.022578315809369087,
1,499,0.014684326946735382,
1,499,,0.03860604017972946
2,549,0.018655376508831978,
2,599,0.05868770554661751,
2,649,0.0472363643348217,
2,699,0.01592114008963108,
2,749,0.03190667927265167,
2,749,,0.03844716399908066
3,799,0.01820465736091137,
3,849,0.06515350192785263,
3,899,0.035578034818172455,
3,949,0.029480816796422005,
3,999,0.05030348151922226,
3,999,,0.03830620273947716
4,1049,0.01200127974152565,
4,1099,0.022198893129825592,
4,1149,0.0284733809530735,
4,1199,0.021406427025794983,
4,1249,0.06714407354593277,
4,1249,,0.03818794712424278
5,1299,0.01897306554019451,
5,1349,0.026585645973682404,
5,1399,0.027997076511383057,
5,1449,0.010903038084506989,
5,1499,0.015302273444831371,
5,1499,,0.03808753564953804
