epoch,step,train_loss,valid_loss
0,49,0.35349273681640625,
0,99,1.3217971324920654,
0,149,0.7727496027946472,
0,199,0.4037471413612366,
0,249,0.3338433802127838,
0,249,,0.5412882566452026
1,299,1.1031887531280518,
1,349,0.7939016819000244,
1,399,1.4672423601150513,
1,449,0.6419349908828735,
1,499,1.7018128633499146,
1,499,,0.44169560074806213
2,549,0.9667120575904846,
2,599,1.3214809894561768,
2,649,0.349133163690567,
2,699,0.2686684727668762,
2,749,0.5075701475143433,
2,749,,0.41462790966033936
3,799,0.2020573765039444,
3,849,0.24350816011428833,
3,899,0.1804915964603424,
3,949,0.48237866163253784,
3,999,0.32101890444755554,
3,999,,0.4087255001068115
4,1049,0.2911359667778015,
4,1099,0.8094968795776367,
4,1149,0.6111177206039429,
4,1199,0.43105918169021606,
4,1249,0.35765114426612854,
4,1249,,0.40172362327575684
5,1299,0.34426650404930115,
5,1349,0.2113167941570282,
5,1399,0.43514540791511536,
5,1449,0.14653059840202332,
5,1499,0.30109354853630066,
5,1499,,0.39888033270835876
6,1549,0.445692777633667,
6,1599,0.1586342751979828,
6,1649,0.22949786484241486,
6,1699,9.231048583984375,
6,1749,4.3360137939453125,
6,1749,,0.39974260330200195
7,1799,0.23363330960273743,
7,1849,0.3263241946697235,
7,1899,0.4780082106590271,
7,1949,0.21289658546447754,
7,1999,0.8693609237670898,
7,1999,,0.39516934752464294
8,2049,0.5161380767822266,
8,2099,0.17531731724739075,
8,2149,0.604038655757904,
8,2199,1.098178505897522,
8,2249,1.308007836341858,
8,2249,,0.39441752433776855
9,2299,0.39946359395980835,
9,2349,0.2258588969707489,
9,2399,0.7770888209342957,
9,2449,0.22411581873893738,
9,2499,0.4299618899822235,
9,2499,,0.39539816975593567
