epoch,step,train_loss,valid_loss
0,49,0.5588479042053223,
0,99,0.7974703311920166,
0,149,0.43498778343200684,
0,199,0.28176236152648926,
0,249,1.0388286113739014,
0,249,,0.23829792439937592
1,299,0.21923477947711945,
1,349,0.19630074501037598,
1,399,0.3019237220287323,
1,449,0.1481122076511383,
1,499,0.14118731021881104,
1,499,,0.10759804397821426
2,549,0.10168783366680145,
2,599,0.15235432982444763,
2,649,0.13406160473823547,
2,699,0.20218512415885925,
2,749,0.11850950121879578,
2,749,,0.08132832497358322
3,799,0.10041996836662292,
3,849,0.13868004083633423,
3,899,0.1406940072774887,
3,949,0.14706538617610931,
3,999,0.5682990550994873,
3,999,,0.07214285433292389
4,1049,0.08078879863023758,
4,1099,0.12983441352844238,
4,1149,0.12513093650341034,
4,1199,0.13549579679965973,
4,1249,0.124188631772995,
4,1249,,0.06910786032676697
5,1299,0.17509061098098755,
5,1349,0.08891899883747101,
5,1399,0.1095280647277832,
5,1449,0.11519778519868851,
5,1499,0.12390072643756866,
5,1499,,0.06664293259382248
6,1549,0.1665343940258026,
6,1599,0.08636713773012161,
6,1649,0.17870000004768372,
6,1699,0.04644700512290001,
6,1749,0.08313712477684021,
6,1749,,0.0639028400182724
7,1799,0.0813012421131134,
7,1849,0.08180802315473557,
7,1899,0.07423451542854309,
7,1949,0.1324467658996582,
7,1999,0.14819464087486267,
7,1999,,0.06055629253387451
8,2049,0.06291135400533676,
8,2099,0.10858215391635895,
8,2149,0.12651623785495758,
8,2199,0.10092269629240036,
8,2249,0.127215176820755,
8,2249,,0.059325575828552246
9,2299,0.10227936506271362,
9,2349,0.07096293568611145,
9,2399,0.0834510400891304,
9,2449,0.10299735516309738,
9,2499,0.14984384179115295,
9,2499,,0.059935010969638824
