epoch,step,train_loss,valid_loss
0,49,0.028627678751945496,
0,99,0.027310388162732124,
0,149,0.02642001211643219,
0,199,0.015962477773427963,
0,249,0.0365462563931942,
0,249,,0.05260666832327843
1,299,0.04687066376209259,
1,349,0.027584269642829895,
1,399,0.04134339094161987,
1,449,0.02661469578742981,
1,499,0.041984058916568756,
1,499,,0.05212898924946785
2,549,0.05371265113353729,
2,599,0.008729517459869385,
2,649,0.027509097009897232,
2,699,0.016678068786859512,
2,749,0.012736838310956955,
2,749,,0.051736798137426376
3,799,0.016134964302182198,
3,849,0.01943177357316017,
3,899,0.04998418688774109,
3,949,0.009759226813912392,
3,999,0.03383550047874451,
3,999,,0.051402077078819275
4,1049,0.08478765934705734,
4,1099,0.031023073941469193,
4,1149,0.03700363636016846,
4,1199,0.013009754940867424,
4,1249,0.03803003206849098,
4,1249,,0.05109436810016632
5,1299,0.04192981868982315,
5,1349,0.033227093517780304,
5,1399,0.048545729368925095,
5,1449,0.03807191550731659,
5,1499,0.010290870442986488,
5,1499,,0.050832781940698624
6,1549,0.014158150181174278,
6,1599,0.012873830273747444,
6,1649,0.024474356323480606,
6,1699,0.014940698631107807,
6,1749,0.022231154143810272,
6,1749,,0.050613176077604294
7,1799,0.013121405616402626,
7,1849,0.0177391916513443,
7,1899,0.023285463452339172,
7,1949,0.022786840796470642,
7,1999,0.011605881154537201,
7,1999,,0.05042937397956848
8,2049,0.03893912211060524,
8,2099,0.018049586564302444,
8,2149,0.046058401465415955,
8,2199,0.06186852604150772,
8,2249,0.030391987413167953,
8,2249,,0.050273217260837555
9,2299,0.008044317364692688,
9,2349,0.02271328866481781,
9,2399,0.020601801574230194,
9,2449,0.035676948726177216,
9,2499,0.08497511595487595,
9,2499,,0.05014096200466156
