epoch,step,train_loss,valid_loss
0,49,0.3785611093044281,
0,99,3.7971012592315674,
0,149,0.7701305150985718,
0,199,1.4516278505325317,
0,249,0.25062209367752075,
0,249,,2.065840721130371
1,299,0.3051336109638214,
1,349,1.081074833869934,
1,399,0.27080202102661133,
1,449,0.1438509225845337,
1,499,0.2779158651828766,
1,499,,1.9854964017868042
2,549,0.361226886510849,
2,599,0.28177812695503235,
2,649,0.22665905952453613,
2,699,0.20523177087306976,
2,749,0.6837372183799744,
2,749,,1.9569634199142456
3,799,0.6437088251113892,
3,849,0.26974406838417053,
3,899,1.3176671266555786,
3,949,0.20201273262500763,
3,999,1.9413063526153564,
3,999,,1.9334170818328857
4,1049,0.4078651964664459,
4,1099,0.29109781980514526,
4,1149,2.179776906967163,
4,1199,0.2160586714744568,
4,1249,0.29060661792755127,
4,1249,,1.9244755506515503
5,1299,0.28066474199295044,
5,1349,0.632766604423523,
5,1399,0.3180387616157532,
5,1449,1.2719194889068604,
5,1499,0.21030192077159882,
5,1499,,1.9193825721740723
6,1549,0.567794680595398,
6,1599,0.4935029149055481,
6,1649,0.5091167688369751,
6,1699,0.1600916087627411,
6,1749,0.37349340319633484,
6,1749,,1.905987024307251
7,1799,0.3311585783958435,
7,1849,0.34547075629234314,
7,1899,0.875565230846405,
7,1949,3.5170388221740723,
7,1999,0.1994059681892395,
7,1999,,1.897706389427185
8,2049,0.5967372059822083,
8,2099,0.584136962890625,
8,2149,0.19177308678627014,
8,2199,0.48482125997543335,
8,2249,0.2952089309692383,
8,2249,,1.8881762027740479
9,2299,0.27587422728538513,
9,2349,2.0793445110321045,
9,2399,0.3962891697883606,
9,2449,0.33981215953826904,
9,2499,0.34295225143432617,
9,2499,,1.887137770652771
