epoch,step,train_loss,valid_loss
0,49,6.858232498168945,
0,99,3.533461570739746,
0,149,0.5885695219039917,
0,199,0.6088107228279114,
0,249,0.7685790061950684,
0,249,,0.778142511844635
1,299,0.8366357088088989,
1,349,0.3054317831993103,
1,399,0.6596193313598633,
1,449,0.9485156536102295,
1,499,0.26339206099510193,
1,499,,0.5478229522705078
2,549,0.21330074965953827,
2,599,1.3294777870178223,
2,649,0.43293455243110657,
2,699,0.42713838815689087,
2,749,0.47774678468704224,
2,749,,0.4613516330718994
3,799,0.22512638568878174,
3,849,0.22435519099235535,
3,899,0.40052682161331177,
3,949,0.9117562770843506,
3,999,0.1729135513305664,
3,999,,0.43019017577171326
4,1049,0.42668795585632324,
4,1099,0.584113597869873,
4,1149,1.8093678951263428,
4,1199,0.49215102195739746,
4,1249,0.888028621673584,
4,1249,,0.4141133725643158
5,1299,0.3409833610057831,
5,1349,0.2779623866081238,
5,1399,0.5805026888847351,
5,1449,0.20694409310817719,
5,1499,0.339844286441803,
5,1499,,0.4119185507297516
6,1549,0.7062631845474243,
6,1599,0.20716345310211182,
6,1649,0.2087380588054657,
6,1699,0.3420291841030121,
6,1749,0.410713255405426,
6,1749,,0.40944918990135193
7,1799,0.37468111515045166,
7,1849,0.40481048822402954,
7,1899,0.8304541110992432,
7,1949,0.3239402174949646,
7,1999,0.3476828336715698,
7,1999,,0.41359639167785645
8,2049,0.18481744825839996,
8,2099,0.21790389716625214,
8,2149,0.8935706615447998,
8,2199,0.28172391653060913,
8,2249,0.3886565864086151,
8,2249,,0.4096594452857971
9,2299,0.5773141980171204,
9,2349,0.3457818031311035,
9,2399,0.43521639704704285,
9,2449,0.18568941950798035,
9,2499,0.15131451189517975,
9,2499,,0.4076637625694275
