epoch,step,train_loss,valid_loss
0,49,0.6578530669212341,
0,99,0.11213242262601852,
0,149,0.052255433052778244,
0,199,0.2487373799085617,
0,249,0.1657797247171402,
0,249,,0.41278567910194397
1,299,0.23668116331100464,
1,349,0.32115286588668823,
1,399,0.41452130675315857,
1,449,0.06527784466743469,
1,499,0.3046058714389801,
1,499,,0.4147084057331085
2,549,0.30245450139045715,
2,599,0.041934676468372345,
2,649,0.12347100675106049,
2,699,0.6173199415206909,
2,749,0.3769349753856659,
2,749,,0.4167603552341461
3,799,0.1006752997636795,
3,849,0.10224844515323639,
3,899,0.17894066870212555,
3,949,0.09091489017009735,
3,999,0.06922204792499542,
3,999,,0.4187367856502533
4,1049,0.07202540338039398,
4,1099,0.046740539371967316,
4,1149,0.07617490738630295,
4,1199,0.09817464649677277,
4,1249,0.3713987469673157,
4,1249,,0.4208219647407532
5,1299,0.14086544513702393,
5,1349,0.3143672049045563,
5,1399,0.08526851236820221,
5,1449,0.09676828980445862,
5,1499,0.05716891214251518,
5,1499,,0.4228847324848175
