epoch,step,train_loss,valid_loss
0,49,0.916940450668335,
0,99,0.7614169120788574,
0,149,0.44866853952407837,
0,199,0.446064829826355,
0,249,0.34841102361679077,
0,249,,0.25213080644607544
1,299,0.286195307970047,
1,349,0.16182883083820343,
1,399,0.18838782608509064,
1,449,0.13575544953346252,
1,499,0.15073326230049133,
1,499,,0.11558035016059875
2,549,0.18138578534126282,
2,599,0.15513291954994202,
2,649,0.16295483708381653,
2,699,0.09513393044471741,
2,749,0.11576175689697266,
2,749,,0.08678252249956131
3,799,0.10894233733415604,
3,849,0.1424400508403778,
3,899,0.13922113180160522,
3,949,0.08954750746488571,
3,999,0.08129574358463287,
3,999,,0.07629399746656418
4,1049,0.12630799412727356,
4,1099,0.09513990581035614,
4,1149,0.10365705192089081,
4,1199,0.11410816013813019,
4,1249,0.11729885637760162,
4,1249,,0.07228565216064453
5,1299,0.11601070314645767,
5,1349,0.08408848941326141,
5,1399,0.09850848466157913,
5,1449,0.08812648057937622,
5,1499,0.09704139828681946,
5,1499,,0.07156132906675339
6,1549,0.11725348979234695,
6,1599,0.12608909606933594,
6,1649,0.08324819803237915,
6,1699,0.14505228400230408,
6,1749,0.17144781351089478,
6,1749,,0.07004975527524948
7,1799,0.09169052541255951,
7,1849,0.08837772160768509,
7,1899,0.08037961274385452,
7,1949,0.09378211200237274,
7,1999,0.09025455266237259,
7,1999,,0.06796259433031082
8,2049,1.2435122728347778,
8,2099,0.0814940333366394,
8,2149,0.12486965954303741,
8,2199,0.11353251338005066,
8,2249,0.0992606058716774,
8,2249,,0.06748244911432266
9,2299,0.08415581285953522,
9,2349,0.09171974658966064,
9,2399,0.07504796981811523,
9,2449,0.09882424771785736,
9,2499,0.12122569233179092,
9,2499,,0.06690175086259842
