epoch,step,train_loss,valid_loss
0,49,0.06278645247220993,
0,99,0.06152550131082535,
0,149,0.04071598872542381,
0,199,0.2573694884777069,
0,249,0.033185794949531555,
0,249,,0.8928274512290955
1,299,0.1328609585762024,
1,349,0.13201215863227844,
1,399,0.09811169654130936,
1,449,0.13641807436943054,
1,499,0.10253705084323883,
1,499,,0.8928677439689636
2,549,0.07291242480278015,
2,599,0.14013497531414032,
2,649,0.21631112694740295,
2,699,0.10779944062232971,
2,749,0.10271117836236954,
2,749,,0.8929722905158997
3,799,3.2530322074890137,
3,849,0.16439083218574524,
3,899,0.1682601124048233,
3,949,0.06322256475687027,
3,999,0.5001332759857178,
3,999,,0.8931474089622498
4,1049,0.19102458655834198,
4,1099,0.06696824729442596,
4,1149,0.054502636194229126,
4,1199,0.09205515682697296,
4,1249,0.04862264543771744,
4,1249,,0.8933863043785095
5,1299,0.14830784499645233,
5,1349,0.1344672292470932,
5,1399,0.11152450740337372,
5,1449,0.150803342461586,
5,1499,0.06408615410327911,
5,1499,,0.893695056438446
